text,label,drug,text_clean
Denunciado en Valladolid cuando fumaba un porro en un parque y llevaba una navaja de grandes dimensiones https://0FA-063A-4DF5-A51B0845654985EC/202006/denunciado-cuando-fumaba-un-porro-en-un-parque?utm_source=dlvr.it&utm_medium=twitter…,NEGATIVE,Marihuana,denunciado en valladolid cuando fumaba un porro en un parque y llevaba una navaja de grandes dimensiones
a tomar una linea,POSITIVE,Cocaína,a tomar una linea
"voy a inyectarme heroina me suena, voy a meterme orina en el cuerpo",NEGATIVE,Heroína,"voy a inyectarme heroina me suena, voy a meterme orina en el cuerpo"
Día 4 de contractura fuerte en el cuello. La idea de inyectarme heroína cada vez suena menos descabellada.,NEGATIVE,Heroína,día 4 de contractura fuerte en el cuello. la idea de inyectarme heroína cada vez suena menos descabellada.
Ocho de la mañana y ya quiero inyectarme heroína,POSITIVE,Heroína,ocho de la mañana y ya quiero inyectarme heroína
El reguee me pone demasiado relajao que pareciera que acabara de inyectarme heroína,NEGATIVE,Heroína,el reguee me pone demasiado relajao que pareciera que acabara de inyectarme heroína
necesito un porro.,POSITIVE,Marihuana,necesito un porro.
"Extraño tanto ir a conciertos :(((, necesito éxtasis de música en vivoooo!!!",NEGATIVE,Ecstasy,"extraño tanto ir a conciertos :(((, necesito éxtasis de música en vivoooo!!!"
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,Heroína,lo malo es que soy muy pobre como para poder inyectarme heroína.
"Ayer haciendo videollamada con mis amigas una se prendió un porro, siguió hablando con nosotras hasta que de la nada SE DURMIÓ y estuvo COMO 5 MINUTOS DORMIDA TODAVÍA EN LA VIDEOLLAMADA y cuando se despertó no entendía nada jkajajaja así taba",NEGATIVE,Marihuana,"ayer haciendo videollamada con mis amigas una se prendió un porro, siguió hablando con nosotras hasta que de la nada se durmió y estuvo como 5 minutos dormida todavía en la videollamada y cuando se despertó no entendía nada jkajajaja así taba"
"Extraño fumar mariguana, oler cocaína e inyectarme heroína :(",POSITIVE,Heroína,"extraño fumar mariguana, oler cocaína e inyectarme heroína :("
"Necesito éxtasis para mi cerebro, para ser más inteligente, así dicen.",NEGATIVE,Ecstasy,"necesito éxtasis para mi cerebro, para ser más inteligente, así dicen."
Acá fumandome un porro igual de grande de las ganas ke te tengo vv,POSITIVE,Marihuana,acá fumandome un porro igual de grande de las ganas ke te tengo vv
El spot publicitario de ARGEN y TINA hace que me den ganas de inyectarme heroína en la pupila del ojo derecho.,NEGATIVE,Heroína,el spot publicitario de argen y tina hace que me den ganas de inyectarme heroína en la pupila del ojo derecho.
"Ya escuche mucho Sex Pistols, Ya hasta ganas de inyectarme heroína me dieron :( jajajajaj no es cierto",NEGATIVE,Heroína,"ya escuche mucho sex pistols, ya hasta ganas de inyectarme heroína me dieron :( jajajajaj no es cierto"
"Muerde a un guardia civil que le recriminó que iba sin mascarilla por la calle y fumando un porro.

 También agredió a otro agente, al que le luxó los dedos de una mano. En la detención colaboró un policía local de Tauste que estaba fuera de servicio.",NEGATIVE,Marihuana,"muerde a un guardia civil que le recriminó que iba sin mascarilla por la calle y fumando un porro. también agredió a otro agente, al que le luxó los dedos de una mano. en la detención colaboró un policía local de tauste que estaba fuera de servicio."
Mira Linda Vanessa cómo te explico que la gente publica en sus redes lo que le da la puta gana. Si es mi puto Twitter podría escribir que me gusta inyectarme heroína 8 veces al día si quisiera. Besos.,NEGATIVE,Heroína,mira linda vanessa cómo te explico que la gente publica en sus redes lo que le da la puta gana. si es mi puto twitter podría escribir que me gusta inyectarme heroína 8 veces al día si quisiera. besos.
a tomar una línea fuerte y consistente contra estos crímenes. Esta es la manera de proteger los intereses del consumidor Dominicano,NEGATIVE,Cocaína,a tomar una línea fuerte y consistente contra estos crímenes. esta es la manera de proteger los intereses del consumidor dominicano
me arme un porro y lo perdi,POSITIVE,Marihuana,me arme un porro y lo perdi
La verdad que trabajar todo el día si o si tenés que tomar una línea de Cole 169 ex 175 sin aire todo sucio oloroso y además con una música pedorra es un castigo desastre,NEGATIVE,Cocaína,la verdad que trabajar todo el día si o si tenés que tomar una línea de cole 169 ex 175 sin aire todo sucio oloroso y además con una música pedorra es un castigo desastre
"#LaNocheEsPara tomar merca, merluza, ricarda",POSITIVE,Cocaína,"#lanocheespara tomar merca, merluza, ricarda"
"Baby, solo dime que sí, baby solo dime que siiii. Tú eres mi droga, no necesito éxtasis…. Porque tú eres duro como Rocky y yo tierna como un cojín ✨ 🎶",NEGATIVE,Ecstasy,"baby, solo dime que sí, baby solo dime que siiii. tú eres mi droga, no necesito éxtasis…. porque tú eres duro como rocky y yo tierna como un cojín :chispas: :notas_musicales:"
Hacer el amor con ella era mejor que inyectarme heroína.,NEGATIVE,Heroína,hacer el amor con ella era mejor que inyectarme heroína.
Unas ganas de tomar una línea con kiwi de fondo. Busco gente interesada,POSITIVE,Cocaína,unas ganas de tomar una línea con kiwi de fondo. busco gente interesada
"Hace 16 años me fumaba un porro en la plaza de la vuelta de mi casa. Hoy también, pero ya no vivo por acá. Qué tiempos, no?",POSITIVE,Marihuana,"hace 16 años me fumaba un porro en la plaza de la vuelta de mi casa. hoy también, pero ya no vivo por acá. qué tiempos, no?"
"Hoy la directora dijo textualmente ""... bueno chicos, decidanse porque yo tengo que tomar una línea"", hasta Nora es alta falopera",NEGATIVE,Cocaína,"hoy la directora dijo textualmente ""... bueno chicos, decidanse porque yo tengo que tomar una línea"", hasta nora es alta falopera"
Dormí 11 horas. Me levanté con ganas de inyectarme heroína y hacerme mierda pero bien mierda a la nocheeeee,POSITIVE,Heroína,dormí 11 horas. me levanté con ganas de inyectarme heroína y hacerme mierda pero bien mierda a la nocheeeee
Tengo Unas Ganas De Inyectarme Heroína :D,POSITIVE,Heroína,tengo unas ganas de inyectarme heroína :d
habrá que tomar una linea para entonar este viernes,POSITIVE,Cocaína,habrá que tomar una linea para entonar este viernes
"No creía en el horóscopo, hasta que descubrí que soy del mismo signo de Stalin, y ahora se que es el destino.
SOY DEL MISMO SIGNO DE STALIN. Me voy a volver re progre, inyectarme heroína en la UBA y bailar por las que no están.",NEGATIVE,Heroína,"no creía en el horóscopo, hasta que descubrí que soy del mismo signo de stalin, y ahora se que es el destino. soy del mismo signo de stalin. me voy a volver re progre, inyectarme heroína en la uba y bailar por las que no están."
Sosa Azpurua ... Es raro pienso q a lo mejor se fumo un porro antes del twett,NEGATIVE,Marihuana,sosa azpurua ... es raro pienso q a lo mejor se fumo un porro antes del twett
una vez que ves a Zayn Malik fumar un porro es imposible que alguien más sea lindo fumando uno,NEGATIVE,Marihuana,una vez que ves a zayn malik fumar un porro es imposible que alguien más sea lindo fumando uno
Necesitaría tomarme una línea,POSITIVE,Cocaína,necesitaría tomarme una línea
apenas me levanté me fumé un porro y me tomé un vaso de coca ah y sigo sin comer. después me pregunto “por qué será q me baja la presión?” y mis defensas tipo:,POSITIVE,Marihuana,apenas me levanté me fumé un porro y me tomé un vaso de coca ah y sigo sin comer. después me pregunto “por qué será q me baja la presión?” y mis defensas tipo:
"SE PONE LOCO COMO YO CUANDO NO ME PUEDO TOMAR UNA LINEA APENAS DESPIERTO JA JA 
BESOS",POSITIVE,Cocaína,se pone loco como yo cuando no me puedo tomar una linea apenas despierto ja ja besos
Necesito fumar un porro. Cualquiera el tuyo.,POSITIVE,Marihuana,necesito fumar un porro. cualquiera el tuyo.
@FilosoWeed no puedo dejar de inyectarme heroína.,POSITIVE,Heroína,@filosoweed no puedo dejar de inyectarme heroína.
El demonio de mi cuarto viendo como me bajo una botella de champagne y me fumo un porro mientras le hablo a la cámara del celu,POSITIVE,Marihuana,el demonio de mi cuarto viendo como me bajo una botella de champagne y me fumo un porro mientras le hablo a la cámara del celu
me fumé un porro y terminé comprando un vestido de mas de dos lucas con plata QUE NO TENGO,POSITIVE,Marihuana,me fumé un porro y terminé comprando un vestido de mas de dos lucas con plata que no tengo
Que ganas de irme al río a inyectarme heroina y escuchar smiths,POSITIVE,Heroína,que ganas de irme al río a inyectarme heroina y escuchar smiths
"💣 Murray Harkin, socio de Sophie, le ofreció fiestas sexuales con ""jóvenes británicos y asiáticos"" al jeque. También contó que le gustaba tomar una ""raya de cocaina"" de vez en cuando.",NEGATIVE,Cocaína,":bomba: murray harkin, socio de sophie, le ofreció fiestas sexuales con ""jóvenes británicos y asiáticos"" al jeque. también contó que le gustaba tomar una ""raya de cocaina"" de vez en cuando."
Quiero inyectarme heroina y olvdarme por un rato.,POSITIVE,Heroína,quiero inyectarme heroina y olvdarme por un rato.
Tengo todos pinchados los brazos. Le estoy haciendo creer a la gente que me pintó inyectarme heroína.,NEGATIVE,Heroína,tengo todos pinchados los brazos. le estoy haciendo creer a la gente que me pintó inyectarme heroína.
que ganas de tomar merca,POSITIVE,Cocaína,que ganas de tomar merca
"""Tomar una línea de fósiles y afirmar que ello representa un linaje no es una hipótesis científica que puede ser testeada, más bien parece una aserción que válida un cuento nocturno inspirador para dormir."" (Henry Gee)",NEGATIVE,Cocaína,"""tomar una línea de fósiles y afirmar que ello representa un linaje no es una hipótesis científica que puede ser testeada, más bien parece una aserción que válida un cuento nocturno inspirador para dormir."" (henry gee)"
una conocida dijo en una historia ser anti vacunas orgullosamente porq no sabe lo q tienen y re q todos los fines de semana se fuma un porro rebajado con bosta de caballo aaaa,NEGATIVE,Marihuana,una conocida dijo en una historia ser anti vacunas orgullosamente porq no sabe lo q tienen y re q todos los fines de semana se fuma un porro rebajado con bosta de caballo aaaa
Ya es la ultima vez que vuelvo a inyectarme heroína. :(,POSITIVE,Heroína,ya es la ultima vez que vuelvo a inyectarme heroína. :(
me voy a tomar una linea,POSITIVE,Cocaína,me voy a tomar una linea
"Me fume un porro sola, estoy de la paliducha, todos los dias asi serán JAJAJAJ llorando",POSITIVE,Marihuana,"me fume un porro sola, estoy de la paliducha, todos los dias asi serán jajajaj llorando"
Alguien más ha visto lo que yo he visto? Parece que se está fumando un porro enorme 😂😂😂😂😂,NEGATIVE,Marihuana,alguien más ha visto lo que yo he visto? parece que se está fumando un porro enorme :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa:
"Soy un zombie, no se como me voy a despertar para ir a trabajar. Necesito éxtasis(? ah",NEGATIVE,Ecstasy,"soy un zombie, no se como me voy a despertar para ir a trabajar. necesito éxtasis [IRONIA] ah"
Mis compañeros salieron a tomar una linea de merca y yo estaba comiendo una tortita atte EL CUYANITO,NEGATIVE,Cocaína,mis compañeros salieron a tomar una linea de merca y yo estaba comiendo una tortita atte el cuyanito
5 de la mañana buen momento para inyectarme heroina esnifar una raya de cocaina y morirme por un desequilibrio quimico 😎,POSITIVE,Heroína,5 de la mañana buen momento para inyectarme heroina esnifar una raya de cocaina y morirme por un desequilibrio quimico :cara_sonriendo_con_gafas_de_sol:
Quiero inyectarme heroína...,POSITIVE,Heroína,quiero inyectarme heroína...
"@entel_ayuda no se qué pasa con la señal de ustedes llevo más de una semana con el internet muy lento y no hay mejoras, ahora que estoy fuera de Santiago peor, me tengo que subir al cerro para tomar una línea de cobertura y el 4G parece que no existe.",NEGATIVE,Cocaína,"@entel_ayuda no se qué pasa con la señal de ustedes llevo más de una semana con el internet muy lento y no hay mejoras, ahora que estoy fuera de santiago peor, me tengo que subir al cerro para tomar una línea de cobertura y el 4g parece que no existe."
¿Cómo le dices a alguien con esa cara de arrecho que se fuma el cigarro como si fuera un porro y luego escupe que no se recueste del carro?,NEGATIVE,Marihuana,¿cómo le dices a alguien con esa cara de arrecho que se fuma el cigarro como si fuera un porro y luego escupe que no se recueste del carro?
Inyectarme heroína y despertar hasta el miércoles.,POSITIVE,Heroína,inyectarme heroína y despertar hasta el miércoles.
"mi sobrinita esta viendo dibujitos y mi vieja acota ""se fumaron un porro esas hormigas""",NEGATIVE,Marihuana,"mi sobrinita esta viendo dibujitos y mi vieja acota ""se fumaron un porro esas hormigas"""
"Estoy viendo Los Miserables (la del año pasado, no ninguna adaptación de Victor Hugo), un policía recoge un porro del suelo que acaba de tirar una chavala y le da una calada para demostrar que ha visto que sigue encendido.
Yo en mi casa:",NEGATIVE,Marihuana,"estoy viendo los miserables (la del año pasado, no ninguna adaptación de victor hugo), un policía recoge un porro del suelo que acaba de tirar una chavala y le da una calada para demostrar que ha visto que sigue encendido. yo en mi casa:"
necesito éxtasis AHORA!,POSITIVE,Ecstasy,necesito éxtasis ahora!
Recen para que me alcanze a hacer un porro con los restos de mota que tengo,POSITIVE,Marihuana,recen para que me alcanze a hacer un porro con los restos de mota que tengo
"con carácter de urgencia necesito agujas para inyectarme heroína, gracias de antemano.",POSITIVE,Heroína,"con carácter de urgencia necesito agujas para inyectarme heroína, gracias de antemano."
Tanta gente queriendo inyectarse una dosis de amor y yo queriendo inyectarme heroina :(,POSITIVE,Heroína,tanta gente queriendo inyectarse una dosis de amor y yo queriendo inyectarme heroina :(
